n_qubits,field_strength,gate_error,ansatz,depth,optimizer,num_seeds,shot_allocation_strategy,dynamic_shots_enabled,zne_enabled,mean_exact_gap,std_exact_gap,mean_filtered_exact_gap,std_filtered_exact_gap,mean_cost_standard_error,std_cost_standard_error,mean_unmitigated_cost_standard_error,std_unmitigated_cost_standard_error,mean_observable_error_l2,std_observable_error_l2,mean_filtered_observable_error_l2,std_filtered_observable_error_l2,mean_symmetry_postselection_rate,std_symmetry_postselection_rate,mean_sampled_postselection_rate,std_sampled_postselection_rate,mean_sampled_postselection_standard_error,std_sampled_postselection_standard_error,mean_mitigated_sampled_postselection_rate,std_mitigated_sampled_postselection_rate,mean_mitigated_sampled_postselection_standard_error,std_mitigated_sampled_postselection_standard_error,mean_measurement_total_standard_error,std_measurement_total_standard_error,mean_symmetry_breaking_error,std_symmetry_breaking_error,mean_physics_score,std_physics_score,mean_fidelity_to_exact,std_fidelity_to_exact,mean_execution_time,std_execution_time,mean_zne_mitigation_gain,std_zne_mitigation_gain,mean_estimated_total_shots_used,std_estimated_total_shots_used,mean_avg_shots_per_eval,std_avg_shots_per_eval,mean_transpiled_depth,std_transpiled_depth,mean_transpiled_two_qubit_gate_count,std_transpiled_two_qubit_gate_count,mean_transpiled_entangling_layer_count,std_transpiled_entangling_layer_count,mean_magnetization_x,std_magnetization_x,mean_magnetization_z,std_magnetization_z,mean_correlation_xx_mean,std_correlation_xx_mean,mean_correlation_zz_mean,std_correlation_zz_mean,mean_connected_correlation_xx_mean,std_connected_correlation_xx_mean,mean_connected_correlation_zz_mean,std_connected_correlation_zz_mean,mean_energy_variance,std_energy_variance,mean_energy_stddev,std_energy_stddev,mean_relative_energy_stddev,std_relative_energy_stddev,mean_half_chain_entropy,std_half_chain_entropy,mean_gap_improvement
4,0.5,0.0,hardware_efficient,1,COBYLA,1,equal,False,False,0.7770187201132415,0.0,0.6747893186039362,0.0,,,,,0.1805287841740572,0.0,0.15036776596586943,0.0,0.5192112190359104,0.0,0.5859375,0.0,0.043536510010075705,0.0,0.5859375,0.0,0.043536510010075705,0.0,,,0.48078878096408967,0.0,1.6739588220235828,0.0,0.3799487074443702,0.0,0.04091596603393555,0.0,0.0,0.0,,,,,7.0,0.0,3.0,0.0,3.0,0.0,0.20954275000426537,0.0,-0.015455699218924188,0.0,0.1536548020595482,0.0,0.7436432895954372,0.0,0.10786887229551047,0.0,0.7450408982038207,0.0,1.5407358379158005,0.0,1.2412638067372304,0.0,0.4683987200050559,0.0,0.8220362244654144,0.0,0.10222940150930526
4,0.5,0.0,problem_inspired,1,COBYLA,1,equal,False,False,1.5030702978954862,0.0,1.5030702978954849,0.0,,,,,0.3660257080883949,0.0,0.36602570808839485,0.0,0.9999999999999996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1.6653345369377348e-16,0.0,1.594576724917584,0.0,0.4553227871967285,0.0,0.04972696304321289,0.0,0.0,0.0,,,,,7.0,0.0,6.0,0.0,5.0,0.0,0.13855907608133444,0.0,6.938893903907228e-18,0.0,-0.19558545807617672,0.0,0.5489485462833097,0.0,-0.13398650620253383,0.0,0.5489485462833096,0.0,2.1757746345787043,0.0,1.475050722713868,0.0,0.7666728082951795,0.0,1.0853402978563993,0.0,1.3322676295501878e-15
4,0.5,0.0,symmetry_preserving,1,COBYLA,1,equal,False,False,0.7952460412715108,0.0,0.7952460412715094,0.0,,,,,0.15701990744885383,0.0,0.15701990744885372,0.0,0.9999999999999993,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,3.3306690738754696e-16,0.0,0.8345010181337236,0.0,0.7135043805403746,0.0,0.035733938217163086,0.0,0.0,0.0,,,,,5.0,0.0,3.0,0.0,3.0,0.0,0.5230443107041207,0.0,0.0,0.0,0.41621438953775436,0.0,0.5285664754094438,0.0,0.2525208853865378,0.0,0.5285664754094438,0.0,1.8568555120307737,0.0,1.3626648568267892,0.0,0.5177715044532193,0.0,0.9203067122378468,0.0,1.3322676295501878e-15
4,0.5,0.005,hardware_efficient,1,COBYLA,1,equal,False,False,1.0999803564399206,0.0,0.695675558100227,0.0,0.03705602500177766,0.0,0.03705602500177766,0.0,0.18695834964204677,0.0,0.143627162235856,0.0,0.7145988189939214,0.0,0.75,0.0,0.038273277230987154,0.0,0.75,0.0,0.038273277230987154,0.0,0.03705602500177766,0.0,0.28540118100607825,0.0,1.3023847106713475,0.0,0.547719455660273,0.0,1.0058038234710693,0.0,0.0,0.0,73728.0,0.0,4096.0,0.0,7.0,0.0,3.0,0.0,3.0,0.0,0.18527894379160934,0.0,-0.01474957764980904,0.0,0.22191806915413442,0.0,0.6521652816283147,0.0,0.1867460321718428,0.0,0.6534590411788989,0.0,2.4337139579471563,0.0,1.560036524555485,0.0,0.6703912775150447,0.0,1.2181989539453517,0.0,0.4043047983396937
4,0.5,0.005,problem_inspired,1,COBYLA,1,equal,False,False,2.1133463912999435,0.0,1.9623893385665758,0.0,0.03947733753414769,0.0,0.03947733753414769,0.0,0.4359569543799371,0.0,0.43865834222974925,0.0,0.8431530539053085,0.0,0.8515625,0.0,0.031424986151765796,0.0,0.8515625,0.0,0.031424986151765796,0.0,0.03947733753414769,0.0,0.1568469460946904,0.0,2.3857478163133936,0.0,0.31852552239696097,0.0,1.2068531513214111,0.0,0.0,0.0,61440.0,0.0,4096.0,0.0,7.0,0.0,6.0,0.0,5.0,0.0,0.1185592029815325,0.0,0.005673143700213885,0.0,-0.2488784269584906,0.0,0.3588564305483585,0.0,-0.15656767631430504,0.0,0.3588180539501164,0.0,3.3192450564252107,0.0,1.8218795394935448,0.0,1.3868437245858969,0.0,1.3202076949223855,0.0,0.15095705273336768
4,0.5,0.005,symmetry_preserving,1,COBYLA,1,equal,False,False,0.9970094675682328,0.0,0.860079520738751,0.0,0.038178941682322436,0.0,0.038178941682322436,0.0,0.1771529130647095,0.0,0.16308104031148674,0.0,0.9036821781737154,0.0,0.8515625,0.0,0.031424986151765796,0.0,0.8515625,0.0,0.031424986151765796,0.0,0.038178941682322436,0.0,0.09631782182628434,0.0,1.0934854244691914,0.0,0.6283132305966264,0.0,0.8792152404785156,0.0,0.0,0.0,61440.0,0.0,4096.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,0.49016068173322147,0.0,0.003750057306089873,0.0,0.3748664569329583,0.0,0.48323441929113603,0.0,0.22076753692634035,0.0,0.4832181330042114,0.0,2.2786547269139383,0.0,1.5095213568922894,0.0,0.6211959103772288,0.0,1.1257339204721781,0.0,0.13692994682948179
4,0.5,0.01,hardware_efficient,1,COBYLA,1,equal,False,False,1.3213938617681387,0.0,0.9400878023527546,0.0,0.04179559615442634,0.0,0.04179559615442634,0.0,0.23214802582683422,0.0,0.1813554094708758,0.0,0.6722234135833434,0.0,0.6875,0.0,0.040969095631646545,0.0,0.6875,0.0,0.040969095631646545,0.0,0.04179559615442634,0.0,0.3277765864166571,0.0,1.6409798275537877,0.0,0.48030498335573246,0.0,0.9879560470581055,0.0,0.0,0.0,73728.0,0.0,4096.0,0.0,7.0,0.0,3.0,0.0,3.0,0.0,0.18563197270901338,0.0,-0.04780074477044571,0.0,0.12862698564541858,0.0,0.5781254272406395,0.0,0.09511663120677942,0.0,0.5791354122201615,0.0,3.032443003871153,0.0,1.7413911116894887,0.0,0.8270126535599057,0.0,1.4190741984117654,0.0,0.3813060594153841
4,0.5,0.01,problem_inspired,1,COBYLA,1,equal,False,False,2.3770651800495415,0.0,2.182401151141983,0.0,0.0414548120726011,0.0,0.0414548120726011,0.0,0.4433379003057571,0.0,0.44352294705412243,0.0,0.7382858227563569,0.0,0.7421875,0.0,0.03866373612271319,0.0,0.7421875,0.0,0.03866373612271319,0.0,0.0414548120726011,0.0,0.261714177243645,0.0,2.8167102423928037,0.0,0.255294761065855,0.0,1.0764122009277344,0.0,0.0,0.0,61440.0,0.0,4096.0,0.0,7.0,0.0,6.0,0.0,5.0,0.0,0.13291379285734986,0.0,0.004998320557252092,0.0,-0.19478384101005275,0.0,0.2613804410479475,0.0,-0.09914436658323851,0.0,0.2613508571871325,0.0,3.640797690641464,0.0,1.9080874431329042,0.0,1.8172799470864833,0.0,1.5334121402752674,0.0,0.19466402890755852
4,0.5,0.01,symmetry_preserving,1,COBYLA,1,equal,False,False,1.220507976136362,0.0,0.9948820223969177,0.0,0.03943987590861856,0.0,0.03943987590861856,0.0,0.204188105546152,0.0,0.1764564881016267,0.0,0.8296804541642318,0.0,0.75,0.0,0.038273277230987154,0.0,0.75,0.0,0.038273277230987154,0.0,0.03943987590861856,0.0,0.17031954583576941,0.0,1.379635236093863,0.0,0.5482564273610839,0.0,0.8571779727935791,0.0,0.0,0.0,61440.0,0.0,4096.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,0.4536647472549791,0.0,0.0036043607683730267,0.0,0.3278351730403929,0.0,0.43306553942058784,0.0,0.19575892172655385,0.0,0.4330503654638999,0.0,2.706157612702566,0.0,1.6450403073185065,0.0,0.7455340309805323,0.0,1.2660929342936937,0.0,0.22562595373944427
4,1.0,0.0,hardware_efficient,1,COBYLA,1,equal,False,False,1.8857337975334127,0.0,1.5468758115498842,0.0,,,,,0.33763379003272065,0.0,0.18866379455907478,0.0,0.43489214584452807,0.0,0.34375,0.0,0.04198083058633726,0.0,0.34375,0.0,0.04198083058633726,0.0,,,0.5651078541554719,0.0,2.7242574685005967,0.0,0.3019231205180669,0.0,0.08124589920043945,0.0,0.0,0.0,,,,,7.0,0.0,3.0,0.0,3.0,0.0,0.38266301243356887,0.0,-0.06059629440404381,0.0,0.2912592366127112,0.0,0.4474615452919826,0.0,0.11473730223659569,0.0,0.44429251997819313,0.0,4.184257272524736,0.0,2.0455457150904097,0.0,0.711980367440363,0.0,0.08582194344203975,0.0,0.33885798598352856
